"","STATION","ELEVATION","LAT","LON","TF_START","TF_END","1","2","3","4","5","6","7","8","9","10","11","12"
"303","57516099999","416.05","29.719217","106.641678","1990-01-01","2019-12-31",2,4,7,11,15.61,19,22,21,17.61,13,8,3
"305","57816099999","1138.73","26.538522","106.800703","1990-01-01","2019-12-31",-2.89,-1.5,1.89,6.89,11.61,15,18,17,13.22,8.89,3.61,-0.61
"307","57957099999","173.73","25.218106","110.039197","1990-01-01","2019-12-31",1,2.61,6,11.22,16,20.72,23,22.61,18,13,7,1.11
"309","58367099999","3.04","31.197875","121.336319","1990-01-01","2019-12-31",-3,-2,2,8,14,19,23,23,18,11,4,-2
"311","58606099999","43.58","28.865","115.9","1990-01-01","2019-12-31",-1.11,0.72,4.28,9.89,16.11,20.11,23.5,23.28,18.61,12.72,5.5,0.61
"313","59134099999","17.98","24.544036","118.127739","1990-01-01","2019-12-31",6.22,6.61,8.61,12.39,17.39,21.11,23.78,23.39,21.5,17.5,13.11,8
"315","60033099999","63.09","27.151667","-13.219167","1990-01-01","2019-12-31",10,10,12,13,15,17,18,19,18,17,13,11
"317","60141099999","579.12","33.927261","-4.977958","1990-01-01","2019-12-31",0,0.89,2.89,4.5,7.39,10.89,14.11,14.89,12.11,9,4,1
"319","60156099999","199.94","33.367467","-7.589967","1990-01-01","2019-12-31",1.72,2,4.61,6.39,9,13.11,16.22,16.78,13.78,10.39,5.72,3
"321","60230099999","467.86","31.606886","-8.0363","1990-01-01","2019-12-31",3,4.5,7,9,11.78,14.89,17,18,16,12,7,4
"323","60390099999","24.99","36.691014","3.215408","1990-01-01","2019-12-31",1,1,3,5,8.11,12,15.89,16.72,13.72,10,5.5,3
"325","60490099999","89.91","35.623858","-0.621183","1990-01-01","2019-12-31",1.11,2,4.61,6.78,10,14,17.28,17.78,14.22,10.5,5.22,3
"327","60680599999","1412","22.8","5.45","1990-01-01","2019-12-31",1,3,7,11.72,17,20.72,21,20.5,19,13.5,7.78,3
"329","60715099999","6.7","36.851033","10.227217","1990-01-01","2019-12-31",4.5,4.61,6.5,8.5,11.78,15.72,19,20,17.61,14,9,5.72
"331","61052099999","223.11","13.481547","2.183614","1990-01-01","2019-12-31",14,16.39,20,24,25.39,23,21.78,21.39,22,22,18,15
"333","61291099999","380.08","12.533544","-7.949944","1990-01-01","2019-12-31",13,16.5,20,22,22.5,21,20.22,20,20,19.5,14.89,13
"335","61415099999","4.87","20.933067","-17.029956","1990-01-01","2019-12-31",13,13,14,15,16,17.5,18.5,19.5,19.5,18,16,14
"337","61641099999","25.9","14.739708","-17.490225","1990-01-01","2019-12-31",16.61,16.22,17,17.61,19,21.61,23,23,23,23,21,19
"339","61832099999","21.94","9.576889","-13.611961","1990-01-01","2019-12-31",21.5,22.5,23,23.5,23,22,22,22.5,22,22,23,22
"341","61902099999","84.73","-7.969597","-14.393664","1990-01-01","2019-12-31",22.78,23.78,24.5,24.72,24,23,21.89,20.78,20.39,20.5,21,22
"343","62053099999","131.97","32.096786","20.269472","1990-01-01","2019-12-31",6.72,6,7,9,12.72,16.72,19,20,18,15,11,8
"345","62366099999","116.43","30.121944","31.405556","1990-01-01","2019-12-31",7,7.61,9.89,12.5,16,19.78,21.78,22.28,20,17,12,8
"347","62414099999","201.77","23.964356","32.819975","1990-01-01","2019-12-31",6.5,7.39,11,15.39,20.28,24,25.5,25.61,22.78,18.61,12,8
"349","62721099999","385.57","15.589497","32.553161","1990-01-01","2019-12-31",13,14,17.5,21.28,25,26,24,23,24,24,18.5,14.5
"353","63450099999","2325.62","8.977889","38.799319","1990-01-01","2019-12-31",5,7,9.11,9.72,10,9.72,10.5,10.5,9.5,6.61,5,4.28
"357","63705099999","1152.75","0.042386","32.443503","1990-01-01","2019-12-31",17,17.78,17.78,17.72,18,17.28,17,17,17,17.11,17.11,17.39
"359","63740099999","1623.66","-1.319239","36.927775","1990-01-01","2019-12-31",11,11.22,12.61,13.61,12.5,10.22,8.72,9.11,9.72,12,13.61,12.39
"361","63820099999","60.96","-4.034833","39.59425","1990-01-01","2019-12-31",21.61,21.78,22.72,22.5,21,19.78,18.78,18.78,19.22,20.22,21.5,21.78
"363","63870099999","16.45","-6.222025","39.224886","1990-01-01","2019-12-31",22.89,22.89,23.28,23.28,22.39,21.39,20.11,19.22,19.5,20.61,22,23
"365","64210099999","313.02","-4.38575","15.444569","1990-01-01","2019-12-31",21,20.61,21,21,21,18.5,17.39,18.11,20,20.5,20.78,20.72
"369","64500099999","11.88","0.4586","9.412283","1990-01-01","2019-12-31",22.28,22,22,22,22,21.61,21,21.5,22,22,22,22
"371","64650099999","368.19","4.398475","18.518786","1990-01-01","2019-12-31",14,16.39,21,21,21,20.5,20,20,20,20,19.61,16
"373","64700099999","295.04","12.133689","15.034019","1990-01-01","2019-12-31",11.5,14.39,19,23,24,23,21.61,21,21.5,20,16,12
"377","64950099999","694.33","3.722556","11.553269","1990-01-01","2019-12-31",16,19,19,19,19,19,19,19,19,19,19,17
"383","65472099999","62.48","5.605186","-0.166786","1990-01-01","2019-12-31",23,24,23.78,23,22.61,22.39,22.22,22,22.5,22.78,23.61,23.5
"385","65503099999","316.07","12.353194","-1.512417","1990-01-01","2019-12-31",14.78,17,20.5,24,23,22,21,21,21,21.72,17.72,15.22
"389","67002099999","28.34","-11.533661","43.27185","1990-01-01","2019-12-31",23,23,23,23,21,20,19,19,19.78,20.61,22.11,23
"391","67083099999","1279.55","-18.796936","47.478869","1990-01-01","2019-12-31",15.72,16,15,13,10.28,7.61,6.72,7.5,8.61,10.5,12.72,15
"393","67341099999","44.19","-25.920836","32.572606","1990-01-01","2019-12-31",20.5,20.89,19.72,17,14,11.28,10.89,12,14,15.78,17.22,19.61
"397","67665099999","1151.83","-15.3333333","28.45","1990-01-01","2019-12-31",16,16,14.5,11.28,8.89,6.39,5.78,7.5,10.5,14,15.78,16.11
"399","67775099999","1489.56","-17.930219","31.094329","1990-01-01","2019-12-31",15,14.39,13.11,10,7.22,5,4.72,6.22,8.5,11.5,13.5,14.72
"401","68112099999","1719.07","-22.479894","17.47095","1990-01-01","2019-12-31",13,12.61,10.78,6.5,2,-1.72,-1.61,0,3,7.11,8.5,11.89
"405","68816099999","46.02","-33.964806","18.601667","1990-01-01","2019-12-31",13.78,13.78,11.72,8.22,6,3.72,3,3.5,5.72,7.11,9.78,12.5
"407","70200026617","4","64.5111","-165.44","1990-01-01","2019-12-31",-32.78,-31.72,-28.28,-20,-6.72,0,3.28,1.72,-3.28,-12.22,-21.11,-28.89
"409","70273026451","36.6","61.169","-150.0278","1990-01-01","2019-12-31",-22.78,-20.61,-16.11,-6.11,0,5.61,8.89,7.22,0.28,-7.78,-17.22,-20
"411","71123099999","723.29","53.309723","-113.579722","1990-01-01","2019-12-31",-31,-29,-23,-9.22,-3.11,3,5.22,3.5,-2,-9,-20,-29
"413","71265099999","76.5","43.6166666","-79.3833333","1990-01-01","2019-12-31",-15.61,-14,-9.39,-1.39,4.61,9.72,12.78,13.72,9,2.72,-3.11,-10
"415","71395099999","145.38","44.880833","-63.50861","1990-01-01","2019-12-31",-17,-16.22,-12,-4.28,0.78,5,11,10.89,5.78,0,-6,-13
"417","71627094792","30.2","45.46667","-73.75","1990-01-01","2019-12-31",-23.11,-21.11,-15.22,-4.22,2.72,8.61,12.72,10.72,5,-1.11,-8.28,-17.5
"419","71727099999","159.1","48.330555","-70.996391","1990-01-01","2019-12-31",-30.5,-28,-22,-10,-1.78,4.22,8.22,7,0.89,-3.5,-13.11,-23.5
"421","71749099999","199.03","48.3666666","-89.3333333","1990-01-01","2019-12-31",-30,-28.78,-22.39,-9.28,-3.5,2,6.61,5,-0.61,-5.78,-15.72,-26
"423","71801099999","140.51","47.61861","-52.751945","1990-01-01","2019-12-31",-14,-15.11,-12.22,-6.11,-2.11,1.22,6,7.89,3.72,-0.39,-4.5,-10.5
"425","71852099999","238.65","49.910036","-97.239886","1990-01-01","2019-12-31",-32,-29.61,-23,-9.28,-3,5,8.5,7.22,1,-6.11,-18,-29
"427","71866099999","503.83","52.1666666","-106.7","1990-01-01","2019-12-31",-33.22,-30,-23.89,-8.89,-2.72,4,7,5.39,-0.78,-8,-20.11,-31
"429","71877099999","1084.17","51.113888","-114.020278","1990-01-01","2019-12-31",-24.5,-23,-18.39,-7.22,-2,3.72,6.61,5.39,0,-7,-16,-22.78
"431","71892099999","4.26","49.193889","-123.184444","1990-01-01","2019-12-31",-4.28,-3.28,-1,2.11,5.61,9,11.72,11.61,8,3.11,-1.39,-4.72
"433","71896099999","690.98","53.889444","-122.678889","1990-01-01","2019-12-31",-26,-23,-15,-6,-2,2.61,5,3,-1.78,-6,-14.22,-21.89
"435","71936099999","205.74","62.462778","-114.440278","1990-01-01","2019-12-31",-40,-37.61,-34.11,-23,-7,3.78,8.78,5.78,-1,-10,-27.39,-37.11
"437","72202012839","8.8","25.7881","-80.3169","1990-01-01","2019-12-31",8.89,10.61,12.78,16.11,20,22.22,22.78,23,22.78,20,14.39,11.11
"439","72219013874","307.8","33.6301","-84.4418","1990-01-01","2019-12-31",-6.72,-3.28,-0.61,4.39,10,16.72,20,18.89,13.28,5.61,0,-3
"441","72231012916","1.2","29.99691","-90.27751","1990-01-01","2019-12-31",0,2.22,5,8.89,15,20.61,22.22,22.22,18.89,10.61,4.39,1.72
"443","72259003927","170.7","32.8978","-97.0189","1990-01-01","2019-12-31",-4.39,-2.22,1.11,6.11,11.72,18.89,21.72,21.11,14.39,7.22,0.61,-3.28
"445","72278023183","337.4","33.4277","-112.0038","1990-01-01","2019-12-31",3.28,5,7.78,11.11,15.61,21.72,25,24.39,21.11,13.89,6.72,2.78
"447","72295023174","29.6","33.938","-118.3888","1990-01-01","2019-12-31",6.11,6.61,8.28,9.39,11.72,13.89,15.61,16.11,15,12.78,8.28,5.61
"449","72306013722","126.8","35.8923","-78.7819","1990-01-01","2019-12-31",-7.78,-5.61,-3.28,1.72,7.22,13.28,17.72,16.11,10.61,2.22,-2.78,-5.61
"451","72327013897","182.9","36.11889","-86.68917","1990-01-01","2019-12-31",-10,-7.22,-3,2.22,7.78,14.39,17.78,16.72,10,2.78,-3.28,-6.72
"453","72365023050","1618.5","35.0419","-106.6155","1990-01-01","2019-12-31",-8.28,-6.72,-2.78,0.61,5.61,12.22,16.11,15.61,10.61,2.22,-3.89,-8.28
"455","72403093738","88.4","38.93486","-77.44728","1990-01-01","2019-12-31",-11.72,-10,-6.72,-0.61,4.39,10.61,14.39,13.28,7.78,0,-4.5,-8.28
"457","72446003947","306.3","39.2972","-94.7306","1990-01-01","2019-12-31",-16.11,-13.89,-6.72,-1.11,5.61,12.78,15.61,13.89,7.78,0.61,-6.72,-12.78
"459","72466093037","1884","38.81","-104.6884","1990-01-01","2019-12-31",-15,-13.28,-8.89,-4.39,0.61,7.22,11.11,10.61,4.39,-3.89,-9.39,-14.5
"461","72488023185","1344.2","39.4838","-119.7711","1990-01-01","2019-12-31",-9.39,-7.78,-4.39,-2.22,1.72,5.61,10,9.39,4.39,-1.11,-6.72,-10
"463","72494023234","2.4","37.6197","-122.3647","1990-01-01","2019-12-31",3.28,4.39,5.61,7.22,8.89,10,11.72,11.72,11.11,9.39,6.11,3.28
"465","72509014739","3.7","42.3606","-71.0097","1990-01-01","2019-12-31",-13.89,-11.72,-7.22,0.5,6.11,10.61,15,15,10,2.78,-2.22,-8
"467","72524014820","238","41.4057","-81.852","1990-01-01","2019-12-31",-15,-13.89,-8.28,-2.22,3.28,9.39,12.78,12.22,7.78,1.11,-4,-10
"469","72534014819","186.5","41.78611","-87.75222","1990-01-01","2019-12-31",-16.11,-13.28,-6.72,0,6,12,16.11,15.5,10,2.22,-5,-12.22
"471","72572024127","1287.8","40.7781","-111.9694","1990-01-01","2019-12-31",-12.78,-9.39,-3.89,-0.61,2.78,8.28,14.39,13.28,6.72,0,-6.72,-11.11
"473","72658014922","265.8","44.8831","-93.2289","1990-01-01","2019-12-31",-23.28,-21.11,-13.28,-4.39,2.78,10,13.28,12.22,5,-1.72,-10.61,-20
"475","72681024131","857.7","43.5666","-116.2405","1990-01-01","2019-12-31",-11.11,-7.78,-3.89,-1.61,1.72,6.11,10.61,10.61,5.61,-0.61,-6.72,-10.61
"477","72698024229","5.8","45.5958","-122.6093","1990-01-01","2019-12-31",-3.22,-2.72,0,2.78,5.61,8.89,11.72,11.72,8.28,3.89,-1,-3.28
"479","72764024011","503.2","46.7825","-100.7572","1990-01-01","2019-12-31",-28,-25,-17.22,-7.78,-1.11,5.61,8.89,7.78,1.11,-6.11,-15,-23.89
"481","72772024144","1166.8","46.6056","-111.9636","1990-01-01","2019-12-31",-22.22,-20,-12.22,-5.61,-0.61,3.89,8.28,7.22,1.72,-5.61,-14.39,-20
"483","74486094789","3.4","40.63915","-73.76401","1990-01-01","2019-12-31",-10.61,-8.89,-5.61,1.72,7.22,12.22,17,16.11,11.11,4.39,-1,-6.11
"485","76160099999","191.1","29.095858","-111.047858","1990-01-01","2019-12-31",4,5,8,11,15,20,24,23.78,21.61,14,8,4
"487","76394099999","449.88","25.865572","-100.237239","1990-01-01","2019-12-31",4,6,9,14,18,22,22,22,19,13,8,5
"489","76613399999","1528.87","20.5218","-103.311167","1990-01-01","2019-12-31",1,3,5,8,11,15,14,14,14,9,4,2
"491","76644099999","11.58","20.936981","-89.657672","1990-01-01","2019-12-31",12.5,12.78,15.28,18.61,21,22,21.89,21.89,21.5,18.22,14.28,13.28
"493","76679399999","2229.91","19.436303","-99.072097","1990-01-01","2019-12-31",3,4,6,9,10,12,12,12,11,8,4,3
"497","78016013601","5.5","32.36667","-64.68333","1990-01-01","2019-12-31",12.89,12,12.39,14.89,17.39,20.39,22.78,22.78,22.28,19.39,16.5,14.5
"499","78224099999","64","22.989153","-82.409086","1990-01-01","2019-12-31",11,12,12.78,15,18.61,21,21,21.39,21,18,14,12.89
"501","78397099999","3.04","17.935667","-76.7875","1990-01-01","2019-12-31",21.11,21.11,21.39,22.61,23.28,24.11,24.28,24,23.78,23.5,23,21.61
"503","78720099999","1004.01","14.060883","-87.217197","1990-01-01","2019-12-31",10.28,11.22,12,14,16,16.5,15.72,15.78,15.72,15,12.22,11.22
"505","78792099999","41.14","9.071364","-79.383453","1990-01-01","2019-12-31",20,20,20.39,21.22,23,23,22.39,22.5,22,22,22,21
"507","80112099999","2142.13","6.164536","-75.423119","1990-01-01","2019-12-31",10.39,11,11.22,12,12,10.78,10,10,11,11,11.61,11
"509","80222099999","2548.43","4.701594","-74.146947","1990-01-01","2019-12-31",2.61,4,5.22,7,7.22,7,6.39,6,4.89,5,6,4
"511","80415099999","71.62","10.603117","-66.990583","1990-01-01","2019-12-31",21,20.78,21.22,22,23,23,22.5,23,23.28,23,23,21.89
"513","81002010502","30","6.5","-58.25","1990-01-01","2019-12-31",19.61,20,19.78,20.28,21.5,21.78,21.28,21.61,21.39,21.39,21.22,20.61
"515","82111099999","80.46","-3.038611","-60.049721","1990-01-01","2019-12-31",22,22,22,22,22,22,22,22,22,22,23,22
"517","82193099999","16.45","-1.37925","-48.476292","1990-01-01","2019-12-31",22.78,22.89,23,23,23,23,23,23,23,23,23,23
"519","82398099999","24.99","-3.776283","-38.532556","1990-01-01","2019-12-31",23.89,23,23,23,23.5,23,22.5,22.78,23,24,24.5,24.72
"521","83248099999","19.5","-12.910994","-38.331044","1990-01-01","2019-12-31",23,23,23,23,22,21,20,20.5,21,22,22.61,23
"523","83362099999","188.06","-15.652931","-56.116719","1990-01-01","2019-12-31",22,22,22,20.89,17,16,13.89,15,18,21.39,22,22
"525","83378099999","1060.39","-15.862583","-47.912666","1990-01-01","2019-12-31",17,17,17,15.5,12,10,9.5,10.78,13,16,17,17
"527","83746099999","8.53","-22.808903","-43.243647","1990-01-01","2019-12-31",22,22,21,19,17,15,15,15,16,18,19,21
"529","83971099999","3.35","-29.994428","-51.171428","1990-01-01","2019-12-31",17,17,15,11,7.78,4.89,4,6,8,11,13,15
"531","84203099999","5.79","-2.157419","-79.883558","1990-01-01","2019-12-31",22,22,23,22.61,22,20,19,19,19,20,20,21
"533","84628099999","34.44","-12.021889","-77.114319","1990-01-01","2019-12-31",18.61,19,18.61,17,15,14.5,14,14,14,14.72,15.5,17
"535","85201099999","4061.46","-16.513339","-68.192256","1990-01-01","2019-12-31",2.61,2.22,1.39,-1.61,-5.28,-6.61,-7,-6.22,-4,-1.22,0,2
"537","85442099999","138.68","-23.444478","-70.4451","1990-01-01","2019-12-31",15.72,15.39,14.39,12.11,10.61,9.78,9.28,10,11,12.28,13.61,14.39
"539","85574099999","473.96","-33.392975","-70.785803","1990-01-01","2019-12-31",10.11,9.72,7.61,3.78,0.28,-1.28,-1.89,-1,1.5,4,6.78,9
"541","85766099999","17.98","-39.649956","-73.086111","1990-01-01","2019-12-31",5,4.61,2.78,1.22,0.61,-1,-1.5,-1,-0.72,1,2.78,4
"543","85934099999","42.36","-53.002642","-70.854586","1990-01-01","2019-12-31",3.61,3,1.5,0,-2.61,-5,-5,-3.22,-2,-0.72,1,2.61
"545","86218099999","89","-25.23985","-57.519133","1990-01-01","2019-12-31",20,19,17.61,13.22,9,6.61,4.61,7,9.78,14.39,15.39,18.22
"547","87344099999","488.89","-31.323619","-64.207953","1990-01-01","2019-12-31",13.72,12.5,10.61,6.72,2.72,-0.78,-1.78,-0.39,2.61,6.78,10,12.78
"549","87582099999","5.48","-34.559175","-58.415606","1990-01-01","2019-12-31",17,16,14.11,10.28,7.5,5,3.5,5,7,10,12.39,14.78
"551","87750099999","74.98","-38.724967","-62.169317","1990-01-01","2019-12-31",11,9.72,7.61,3.39,0,-2.61,-3.22,-2.11,-0.39,3,5.78,9
"553","87828099999","42.97","-43.2105","-65.270319","1990-01-01","2019-12-31",9.22,7.5,5.5,1.39,-2.39,-4.5,-5.39,-3.39,-1.22,1.78,4.61,7.78
"555","91182022521","2.1","21.324","-157.9294","1990-01-01","2019-12-31",16.11,16.11,17.22,18.89,19.39,21.72,22.22,22.78,22.22,21.11,19.39,17.78
"557","91212041415","77.4","13.48333","144.8","1990-01-01","2019-12-31",22.22,22.22,22.72,23.28,23.89,23.89,23.28,23.28,23,23.28,23.28,23.28
"559","91520099999","8.53","-9.428","160.054789","1990-01-01","2019-12-31",22.39,22.28,22.11,22.22,21.78,21,20.61,20.39,20.5,21,21.5,22
"561","91683099999","5.18","-18.043267","178.559228","1990-01-01","2019-12-31",21.72,22,22,20.72,18.5,17.78,16.61,16.78,17.39,18.11,19.89,21
"563","91765061705","3.7","-14.33056","-170.71361","1990-01-01","2019-12-31",23.89,23.89,23.89,23.89,23.5,23.28,22.89,23,23.28,23.5,23.89,24
"565","92035099999","44.5","-9.443383","147.22005","1990-01-01","2019-12-31",23,23,23,23,22.5,22,21,21,22,22.28,23,23.39
"567","93119099999","7.01","-37.008056","174.791667","1990-01-01","2019-12-31",13,14,12,9,7,4,4,5,6,8,10,12
"569","93845099999","2","-46.4166666","168.3333333","1990-01-01","2019-12-31",5.61,4.89,3.28,1.28,-0.11,-2.11,-2.78,-1.89,0.11,1.39,3.28,4.72
"571","94120099999","31.39","-12.414722","130.876667","1990-01-01","2019-12-31",22.89,23,23,22,18.89,16,16,16.61,20,22.78,22.78,23
"573","94578099999","6","-27.4166666","153.0666666","1990-01-01","2019-12-31",18.22,18.5,16.72,13.11,8.22,5.39,4.22,5.39,8.39,12,14,16.39
"575","94610099999","20.42","-31.940278","115.966944","1990-01-01","2019-12-31",12.5,12.72,10.11,7.5,5.22,3.72,2.39,3.39,4,5.5,8.28,10.72
"577","94672099999","6.09","-34.945","138.530556","1990-01-01","2019-12-31",12.39,12,9.89,7.22,5,3,3,3.28,4.61,6,8.72,10.5
"579","94767099999","6.4","-33.946111","151.177222","1990-01-01","2019-12-31",17,17,15,11.72,8.39,6.22,5.72,6,8,10.22,12.72,15.11
"581","94864099999","85.95","-37.728056","144.901944","1990-01-01","2019-12-31",5.39,5.89,4.11,1.11,0,-1.72,-1.61,-0.72,-0.22,1.22,3.11,4
"583","94926099999","574.85","-35.306944","149.195","1990-01-01","2019-12-31",8.61,8.89,5.39,1.22,-3,-4.28,-5,-4.11,-2,0.61,3.72,6.89
"585","94975099999","3.96","-42.836111","147.510278","1990-01-01","2019-12-31",8.22,8,6.78,4.5,2.89,1,1.11,1.39,2.39,3.61,5.5,6.89
"587","96035099999","34.74","3.558056","98.671722","1990-01-01","2019-12-31",22,22,22.72,23,23.28,23,22.61,22.61,22.5,22.78,22.89,22.5
"589","96633099999","3.65","-1.268272","116.894478","1990-01-01","2019-12-31",22.89,22.89,23,23.22,23.61,23.39,23.28,23.5,23.61,23.61,23.39,23.11
"591","96749099999","10.36","-6.125567","106.655897","1990-01-01","2019-12-31",22.78,22.72,23,23,23,22.5,21.72,21.72,22,22.78,23,22.89
"593","97180099999","14.32","-5.061853","119.553997","1990-01-01","2019-12-31",22.39,22.39,22.39,22.39,22,21,19.5,19,19.22,20.5,22.39,22.72
"595","97724099999","10.05","-3.710264","128.089136","1990-01-01","2019-12-31",23,23,23,23.22,23,22.5,21.78,21,21.39,22.11,23,23.22
"597","98429099999","22.86","14.508647","121.019581","1990-01-01","2019-12-31",20.28,20.89,22,23.5,24.28,24,23.61,23.5,23.72,23.22,22.72,21
"599","98646099999","9.44","10.307542","123.979439","1990-01-01","2019-12-31",22.78,22.78,23,24,24.61,24,23.78,24,23.78,23.78,23.61,23.11
"601","98753099999","29.26","7.125522","125.645778","1990-01-01","2019-12-31",22.22,22,22.61,23.22,23.78,23.28,23,23,23,23,23,22.89
